region_key,driver,unit,value,low,high,source_url,last_verified,basis,notes,status
sg-singapore,land_cost_per_acre_usd,USD per acre,15980178,2422584,15980178,https://www.jtc.gov.sg/-/media/project/jtc-cx/corpweb/assets/find-land/land-for-tender-and-temp-use/igls/historical-data/historical-data-on-igls-sites-sold-by-jtc_26jun2026.pdf,2025-10,modeled,"LEASEHOLD, NOT FREEHOLD - the key comparability caveat for Singapore. All industrial land here is state land sold on a fixed lease term; there is no freehold industrial land, so a per-acre figure is not like-for-like with the freehold markets in the other rows. Source: JTC 'Historical data on IGLS sites sold by JTC' (Industrial Government Land Sales), file dated 26 Jun 2026. Value = Plot B Tukang Innovation Drive, awarded 8 Oct 2025, site area 18,722.2 m2, 33-year lease, successful tender SGD 95,188,888 = SGD 5,084.28 per m2 of SITE area (the file's own price column is per m2 per plot ratio at PR 2.5, i.e. SGD 2,033.71 - I divided total price by land area to get a land rate). SGD 5,084.28/m2 x 4046.86 = SGD 20,575,414/acre x 0.776699 = USD 15,980,178/acre. low = Plot A Tuas Bay Drive, awarded 14 Nov 2025, 6,338.1 m2, 23-year lease, SGD 4,885,000 = SGD 770.74/m2 = USD 2,422,584/acre. Other western-industrial comparables from the same file: Penjuru Road 23 Jan 2026, 20,852.9 m2, 33 yr, SGD 87,400,890 = SGD 4,191.31/m2; Pioneer Road 28 Aug 2025, 28,058.4 m2, 33 yr, SGD 88,190,020 = SGD 3,143.09/m2; Gul Drive 20 Jun 2025, 4,876.3 m2, 23 yr = SGD 984.51/m2. FX: 1 SGD = 0.776699 USD (USD/SGD 1.2875), ECB reference rate via Frankfurter API, pulled 2026-07-30. PARCEL SIZE CAVEAT: Singapore does not release industrial parcels over 10 acres - the largest recent IGLS site is 28,058 m2 (6.93 acres), so no listing meets the over-10-acre filter. Separately, JTC's posted land RENT (not price) for 2H2026 effective 1 Jul 2026 runs SGD 13.41/m2/yr (Tuas View, PR up to 1.0) to SGD 90.66/m2/yr (Telok Blangah, PR up to 3.0), escalating up to 5.5%/yr - see jtc.gov.sg/-/media/project/jtc-cx/corpweb/assets/find-land/land-rates/cx-land-rents-2h2026-with-impt-notes_.pdf. Basis modeled: per-acre land rate derived by me from tender total divided by site area.",filled
jp-tokyo,land_cost_per_acre_usd,USD per acre,2128488,1440517,2128488,https://tochidai.info/chiba/inzai/ https://totinokati.com/kakaku/place/12231/kouji/,2026-01,modeled,"SUBMARKET: Inzai City, Chiba (Chiba New Town) - the outer industrial belt where Tokyo's data centres are actually built, not central Tokyo. Source: 2026 koji chika (公示地価, MLIT published land price, valuation date 1 Jan 2026), industrial-zone (工業地) survey points in Inzai-shi. Two industrial points exist and both are printed: Kashiguro-minami 1-chome 3-ban (鹿黒南1丁目3番), a warehouse/logistics site 2,900 m from Chiba Newtown Chuo station, at JPY 85,700/m2, +13.51% year on year (tochidai.info); and Matsuzakidai (松崎台) at JPY 58,000/m2, +11.6% (totinokati.com, which rounds the Kashiguro point to 8.6 man yen/m2). Value = upper point JPY 85,700/m2 x 4046.86 = JPY 346,815,902/acre x 0.006137 = USD 2,128,488/acre. low = JPY 58,000/m2 = USD 1,440,517/acre. For reference, JPY 85,700/m2 = JPY 283,305/tsubo (1 tsubo = 3.30579 m2). FX: 1 JPY = 0.006137 USD (USD/JPY 162.94), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. Basis modeled: koji chika is a per-m2 assessed standard value for a notional standard site, not a transacted price for an over-10-acre parcel, and the per-acre conversion is mine; also only two industrial survey points exist in the municipality, so the range is thin. The Chiba prefecture koji chika page (pref.chiba.lg.jp/youchi/toukeidata/chika/) returned HTTP 403, so the figures were read off these two Japanese land-price aggregators, which republish the MLIT data point-by-point.",filled
in-mumbai,land_cost_per_acre_usd,USD per acre,653824,511725,653824,https://www.mahaindustry.com/midc-land-rates.php,2026,modeled,"SUBMARKET: Taloja / Navi Mumbai - Panvel MIDC belt, the outer industrial area where Mumbai's data centres are built, not the island city. Source: MIDC (Maharashtra Industrial Development Corporation) land rate schedule, 'MIDC Land Rates, Updated 2026', Group Scheme A. Printed rates: Taloja INR 12,100/m2; Taloja Zone-II INR 15,460/m2; Additional Taloja INR 15,460/m2 (all industrial). Value = upper end INR 15,460/m2 x 4046.86 = INR 62,564,455/acre x 0.01045 = USD 653,824/acre. low = INR 12,100/m2 = USD 511,725/acre. Context on the same page: Patalganga INR 4,840/m2, Roha INR 1,260/m2 (far outer), Marol MMR Zone-I INR 63,180/m2 (city, not comparable). TENURE: MIDC does not sell freehold - plots are allotted on a 95-year lease and the quoted rate is the one-time lease premium, plus annual ground rent and transfer charges. FX: 1 INR = 0.01045 USD (USD/INR 95.69), ECB reference rate via Frankfurter API, pulled 2026-07-30. Basis modeled: mahaindustry.com is a third-party republication of the MIDC schedule rather than the MIDC circular itself, and the per-acre figure is my conversion. Open-market resale of MIDC plots in Taloja typically clears above the MIDC allotment rate; ilovenavimumbai.com/navi-mumbai-industrial-land-values-rents-and-yield-guide/ confirms the INR 12,100/m2 Taloja benchmark and an INR 31,390/m2 TTC-belt benchmark but prints no date, so it was not used for the value.",filled
br-sao-paulo,land_cost_per_acre_usd,USD per acre,829786,301733,829786,https://www.lopes.com.br/busca/venda/br/sp/barueri/alphaville-industrial/tipo/terreno,2026-07,modeled,"SUBMARKET: Barueri / Alphaville Industrial / Tambore, the Sao Paulo data-centre cluster on the Rodovia Castelo Branco axis, not the city centre. Source: Lopes live land-for-sale listings in Alphaville Industrial, Barueri. Largest parcels printed on the page: 291,874 m2 (29.2 ha) at BRL 111,000,000 on Rodovia Presidente Castelo Branco = BRL 380.30/m2; 47,000 m2 (4.7 ha) at BRL 25,000,000 in Aldeia da Serra = BRL 531.91/m2; 34,422 m2 (3.44 ha) at BRL 36,000,000 on Avenida Grimaldo Tolaini = BRL 1,045.84/m2. Value = upper end BRL 1,045.84/m2 x 4046.86 = BRL 4,232,196/acre x 0.196055 = USD 829,786/acre. low = BRL 380.30/m2 = USD 301,733/acre (and this is the only listing comfortably over 10 acres, so it is the most method-compliant single data point - the value sits at the top of the observed band, per instruction). FX: 1 BRL = 0.196055 USD (USD/BRL 5.1006), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. Basis modeled: asking prices, per-m2 rates derived by me. Excluded as not comparable: a 5,687 m2 Barueri industrial listing at BRL 11,000/m2 (paulobio.com.br/terreno-industrial-sao-paulo__13437) - that is small-lot Alphaville pricing, ~20x the large-parcel rate. Hortolandia listing portals (trovit) returned HTTP 401 and nestoria/sannini returned 401 / robots-disallowed, so the Campinas-Hortolandia leg of the SP data-centre market is not represented here; Barueri only.",filled
mx-queretaro,land_cost_per_acre_usd,USD per acre,883792,697730,883792,https://www.vivanuncios.com.mx/s-venta-terreno-industrial/queretaro,2026-07,modeled,"Vivanuncios live industrial land listings, Queretaro state. Printed listings and the per-m2 rates I derived: Felipe Carrillo Puerto 12,030 m2 at MXN 45,714,000 = MXN 3,800.00/m2; Libramiento Norponiente, Huertas La Joya 10,046 m2 at MXN 37,675,000 = MXN 3,750.25/m2; Felipe Carrillo Puerto 17,157 m2 at MXN 62,625,000 = MXN 3,650.11/m2; Granja Cedros 17,500 m2 at MXN 52,500,000 = MXN 3,000.00/m2. Value = upper end MXN 3,800/m2 x 4046.86 = MXN 15,378,068/acre x 0.057471 = USD 883,792/acre. low = MXN 3,000/m2 = USD 697,730/acre. FX: 1 MXN = 0.057471 USD (USD/MXN 17.4001), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. TWO REAL CAVEATS, both against the value being too high: (1) every one of these parcels is between 1 and 1.8 ha, i.e. none meets the over-10-acre filter, and small parcels carry a size premium - a 10-acre-plus tract in a Queretaro industrial park would clear well below MXN 3,800/m2; (2) the single listing on the page that does exceed 10 acres, Carretera 500 in El Marques at 1,231,266 m2 (123 ha) for MXN 73,000,000, implies MXN 59.3/m2 (~USD 13,800/acre), which is implausible for serviced industrial-park land and reads as a listing error, so I did not use it as the low. Tetakawi's Queretaro site-selection piece (insights.tetakawi.com/industrial-real-estate-in-queretaro-site-selection) quotes only lease rates (USD 4.00-4.10/m2/month) and is dated Dec 2020, so it was not used. Treat this row as an upper bound with a wide downside.",filled
ca-toronto,land_cost_per_acre_usd,USD per acre,1266737,1254069,1266737,https://mediaassets.cbre.com/-/media/project/cbre/shared-site/teams/canada/toronto-west/john-planeta/cbre-gta-industrial-market-report-q3-2025.pdf?rev=5d2da73f51294841826f45a7efb342aa https://mediaassets.cbre.com/-/media/project/cbre/shared-site/teams/canada/toronto-west/john-planeta/gta-industrial-market-report-q4-2025.pdf?rev=b0b84f301f334253af95287db0df9772,2025-09,modeled,"CBRE GTA Industrial Market Report, GTA West submarket (Mississauga / Brampton / Milton / Caledon / Halton - where GTA industrial and data-centre development actually happens). Average industrial land price printed per acre: CAD 1,779,259/acre in Q3 2025 and CAD 1,761,466/acre in Q4 2025. Value = upper end CAD 1,779,259 x 0.711946 = USD 1,266,737/acre; low = CAD 1,761,466 = USD 1,254,069/acre. FX: 1 CAD = 0.711946 USD (USD/CAD 1.4046), ECB reference rate via Frankfurter API, pulled 2026-07-30. Freehold. Basis modeled: CBRE publishes a submarket AVERAGE land price, not a parcel-level transaction, and it is not filtered to parcels over 10 acres. Development charges are a large additional per-sq-ft cost on top of land and vary sharply by municipality (Q4 2025, per the same report: Vaughan CAD 59.97/sq ft, Mississauga CAD 35.55, Brampton CAD 34.52, Milton CAD 32.26, Etobicoke CAD 1.57) - worth carrying separately in the model. Avison Young's GTA Q2 2025 report returned HTTP 403 so no second brokerage cross-check was obtainable.",filled
us-va-northern,construction_cost_per_kw,USD per kW,10920,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), 'Data centre cost index 2025 - index scores and US$ per watt' market chart on the Data centre cost trends page. Market row 'North Virginia' = US$10.92/W. Conversion: 10.92 USD/W x 1000 = 10920 USD per kW of IT load. T&T methodology page states the benchmark basis is a typical air-cooled build-to-suit hyperscale data centre of 30-50MW IT load, same basis as the pre-filled Singapore (14.53/W) and Tokyo (15.15/W) rows.",filled
us-tx-dfw,construction_cost_per_kw,USD per kW,9540,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Dallas' = US$9.54/W. Conversion: 9.54 x 1000 = 9540 USD per kW of IT load. Dallas is T&T's only Texas market and is used here for the DFW metro.",filled
us-az-phoenix,construction_cost_per_kw,USD per kW,9823,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Phoenix' = US$9.823/W. Conversion: 9.823 x 1000 = 9823 USD per kW of IT load.",filled
us-ga-atlanta,construction_cost_per_kw,USD per kW,9905,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Atlanta' = US$9.9045/W. Conversion: 9.9045 x 1000 = 9904.5, rounded to 9905 USD per kW of IT load.",filled
us-oh-columbus,construction_cost_per_kw,USD per kW,9790,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Columbus IS covered by T&T (contrary to the initial assumption in the task brief). Market row 'Columbus' = US$9.79/W. Conversion: 9.79 x 1000 = 9790 USD per kW of IT load.",filled
us-il-chicago,construction_cost_per_kw,USD per kW,11232,,,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,sourced,"Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition), market chart on the Data centre cost trends page. Market row 'Chicago' = US$11.232/W. Conversion: 11.232 x 1000 = 11232 USD per kW of IT load.",filled
us-ut-salt-lake-city,construction_cost_per_kw,USD per kW,9823,9790,10868,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,modeled,"Salt Lake City is NOT a market in the Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition; 52 markets covered). Derivation, option (a) nearest covered market in the same US construction-cost region: adopted T&T's 'Phoenix' row = US$9.823/W x 1000 = 9823 USD per kW, unadjusted, as the closest Mountain West / interior-Southwest analogue (comparable open-shop labour market, similar land and logistics profile; T&T covers no Denver or SLC market). low/high are NOT a source disagreement - they are the bracketing covered T&T markets: low = Columbus US$9.79/W (9790, lowest-cost interior US market in the index) and high = Portland US$10.8675/W (10868, nearest covered Western market). No RSMeans/Turner/RLB city cost index value was applied because no free published 2025 CCI level for Salt Lake City could be opened (rsmeans.com/rsmeans-city-cost-index explains the CCI but publishes no values; the Q2-2025 change notice gives percentage changes only).",filled
us-tx-san-antonio,construction_cost_per_kw,USD per kW,9540,9500,9540,https://reports.turnerandtownsend.com/data-centre-construction-cost-index-2025/data-centre-cost-trends,2025,modeled,"San Antonio is NOT a market in the Turner & Townsend Data Centre Construction Cost Index 2025-2026 (9th edition). Derivation, option (a) nearest covered market in the same construction-cost region: adopted T&T's 'Dallas' row = US$9.54/W x 1000 = 9540 USD per kW, unadjusted - same state, same labour and materials market, and Dallas is the only Texas market in the index. low/high are the bracketing covered T&T markets, not a source disagreement: low = Charlotte US$9.50/W (9500, the cheapest US market in the index) and high = Dallas US$9.54/W (9540); San Antonio conventionally prices at or slightly below DFW. No published city cost index adjustment applied - no free 2025 RSMeans CCI level for San Antonio was obtainable.",filled
